"","sub_id","common_name","sci_name","tax_order","count_raw","state","county","loc","locid","lat","lon","date","time","protocol","distance_traveled","area_covered","all_obs","breed_code","checklist_comments","observers","vehicles","weather","notes","count","year","mbbs_county","route_num","stop_num"
"597","S23691505","Red-bellied Woodpecker","Melanerpes carolinus",10707,"4","US-NC","Durham","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2015-05-17,"05:32 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;David Smith, Judy Smith; weather&#61;64F, clear; vehicles&#61;80; habitat@4L&#61;BP; habitat@7L&#61;BP; habitat@7R&#61;BOW; habitat@9L&#61;BS; habitat@10R&#61;BMS; habitat@14L&#61;OM; notes&#61;no owls during 15 minutes before start","David Smith, Judy Smith",80,"64F, clear",NA,4,2015,"durham",6,NA
"598","S29694688","Red-bellied Woodpecker","Melanerpes carolinus",10707,"2","US-NC","Durham","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2016-05-15,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;David Smith, Judy Smith; weather&#61;50F, clear; vehicles&#61;76; habitat@1R&#61;BP; habitat@13L&#61;H; habitat@14L&#61;OBM; notes&#61;major construction at stop 1","David Smith, Judy Smith",76,"50F, clear",NA,2,2016,"durham",6,NA
"599","S37468920","Red-bellied Woodpecker","Melanerpes carolinus",10707,"2","US-NC","Durham","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2017-05-29,"05:35 AM","eBird - Traveling Count",16.093,NA,1,"","Mini-BBS (20 stops, 3 min each); observers&#61;David Smith, Judy Smith; weather&#61;68F, clear; vehicles&#61;140","David Smith, Judy Smith",NA,"68F, clear",NA,2,2017,"durham",6,NA
"600","S46302860","Red-bellied Woodpecker","Melanerpes carolinus",10707,"5","US-NC","Durham","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2018-05-27,"05:32 AM","eBird - Traveling Count",16.093,NA,1,"","Mini-BBS (20 stops, 3 min each); observers&#61;David Smith, Judy Smith; weather&#61;71F, clear to partly cloudy; vehicles&#61;103","David Smith, Judy Smith",NA,"71F, clear to partly cloudy",NA,5,2018,"durham",6,NA
"601","S56622883","Red-bellied Woodpecker","Melanerpes carolinus",10707,"5","US-NC","Durham","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2019-05-19,"05:42 AM","eBird - Traveling Count",15.288,NA,1,"","Mini-BBS (20 stops, 3 min each); observers=David Smith, Judy Smith; vehicles=151; habitat=B(S)B(P),B(P)P,B(S)B,B(P)P,B(P)B,B(P)B(P),B(P)B(OW),B(P)B(P),B(S)S(P),PB(MS),O(SM)O(SM),PB(P),HB(H),O(BM)M,B(M)B(P),BB(H),B(S)B,B(M)B(P),B(SW)B,SB(M); weather=sunny, 70F",NA,NA,NA,NA,5,2019,"durham",6,NA
"602","S12367486","Red-bellied Woodpecker","Melanerpes carolinus",10707,"3","US-NC","Durham","MBBS, NC, Durham Co, Route 07, Sherron Road NE","L1171685",35.95138,-78.8356,2010-06-15,"05:30 AM","eBird - Traveling Count",14.484,NA,1,"","Observer&#61;Brian Strong",NA,NA,NA,NA,3,2010,"durham",7,NA
"603","S12368933","Red-bellied Woodpecker","Melanerpes carolinus",10707,"1","US-NC","Durham","MBBS, NC, Durham Co, Route 07, Sherron Road NE","L1171685",35.95138,-78.8356,2011-06-16,"05:30 AM","eBird - Traveling Count",14.484,NA,1,"","Observer&#61;Brian Strong",NA,NA,NA,NA,1,2011,"durham",7,NA
"604","S12369000","Red-bellied Woodpecker","Melanerpes carolinus",10707,"2","US-NC","Durham","MBBS, NC, Durham Co, Route 07, Sherron Road NE","L1171685",35.95138,-78.8356,2012-06-12,"05:30 AM","eBird - Traveling Count",14.484,NA,1,"","Observer&#61;Brian Strong",NA,NA,NA,NA,2,2012,"durham",7,NA
"605","S14597659","Red-bellied Woodpecker","Melanerpes carolinus",10707,"4","US-NC","Durham","MBBS, NC, Durham Co, Route 07, Sherron Road NE","L1171685",35.95138,-78.8356,2013-06-20,"05:30 AM","eBird - Traveling Count",24.14,NA,1,"","",NA,NA,NA,NA,4,2013,"durham",7,NA
"606","S37092480","Red-bellied Woodpecker","Melanerpes carolinus",10707,"4","US-NC","Durham","MBBS, NC, Durham Co, Route 07, Sherron Road NE","L1171685",35.95138,-78.8356,2015-06-24,"05:30 AM","eBird - Traveling Count",17.703,NA,1,"","observers&#61;Brian Strong, weather&#61;75F, clear",NA,NA,NA,NA,4,2015,"durham",7,NA
"607","S37093528","Red-bellied Woodpecker","Melanerpes carolinus",10707,"3","US-NC","Durham","MBBS, NC, Durham Co, Route 07, Sherron Road NE","L1171685",35.95138,-78.8356,2016-06-25,"05:25 AM","eBird - Traveling Count",17.703,NA,1,"","observer&#61;Brian Strong; weather 67F, clear; vehicles&#61;12","Brian Strong",NA,NA,NA,3,2016,"durham",7,NA
"608","S41416893","Red-bellied Woodpecker","Melanerpes carolinus",10707,"2","US-NC","Durham","MBBS, NC, Durham Co, Route 07, Sherron Road NE","L1171685",35.95138,-78.8356,2017-06-17,"05:21 AM","eBird - Traveling Count",16.093,NA,1,"","vehicles 11; overcast 71 degrees.",NA,NA,NA,NA,2,2017,"durham",7,NA
"609","S55340440","Red-bellied Woodpecker","Melanerpes carolinus",10707,"5","US-NC","Durham","MBBS, NC, Durham Co, Route 07, Sherron Road NE","L1171685",35.95138,-78.8356,2018-06-17,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","Started at 5:25 am and completed the route at 7:10 am.  Clear skies 73 degrees.  Encountered  8 vehicles.",NA,NA,NA,NA,5,2018,"durham",7,NA
"610","S57762991","Red-bellied Woodpecker","Melanerpes carolinus",10707,"2","US-NC","Durham","MBBS, NC, Durham Co, Route 07, Sherron Road NE","L1171685",35.95138,-78.8356,2019-06-23,"05:30 AM","eBird - Traveling Count",8.047,NA,1,"","Partly cloudy, 71 degrees, 8 vehicles",NA,NA,NA,NA,2,2019,"durham",7,NA
"611","S86561116","Red-bellied Woodpecker","Melanerpes carolinus",10707,"5","US-NC","Durham","MBBS, NC, Durham Co, Route 07, Sherron Road NE","L1171685",35.95138,-78.8356,2020-06-14,"04:49 AM","eBird - Traveling Count",16.093,NA,1,"","",NA,NA,NA,NA,5,2020,"durham",7,NA
"612","S95645008","Red-bellied Woodpecker","Melanerpes carolinus",10707,"1","US-NC","Durham","MBBS, NC, Durham Co, Route 07, Sherron Road NE","L1171685",35.95138,-78.8356,2021-06-18,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observer=Brian Strong; clear=60 F",NA,NA,NA,NA,1,2021,"durham",7,NA
"613","S8448189","Red-bellied Woodpecker","Melanerpes carolinus",10707,"3","US-NC","Durham","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2011-06-19,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Brian Bockhahn; weather=70F, mostly clear, no wind; vehicles=26",NA,NA,NA,NA,3,2011,"durham",8,NA
"614","S11054030","Red-bellied Woodpecker","Melanerpes carolinus",10707,"4","US-NC","Durham","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2012-06-10,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Brian Bockhahn; weather&#61;sunny, 66 to 68 F, 0 wind, 0 clouds; vehicles&#61;37","Brian Bockhahn",NA,"sunny, 66 to 68 F, 0 wind, 0 clouds",NA,4,2012,"durham",8,NA
"615","S15155448","Red-bellied Woodpecker","Melanerpes carolinus",10707,"5","US-NC","Durham","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2013-06-16,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","",NA,NA,NA,NA,5,2013,"durham",8,NA
"616","S18982904","Red-bellied Woodpecker","Melanerpes carolinus",10707,"13","US-NC","Durham","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2014-06-01,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Brian Bockhahn, weather&#61;57, clear, sunny, vehicles&#61;32, habitat@1&#61;B, habitat@2&#61;B, habitat@3&#61;M, habitat@4&#61;M, habitat@5&#61;M, habitat@6&#61;M, habitat@7&#61;M, habitat@8&#61;B, habitat@9&#61;B, habitat@10&#61;B, habitat@11&#61;M, habitat@12&#61;B, habitat@13&#61;M, habitat@14&#61;B, habitat@15&#61;B, habitat@16&#61;B, habitat@17&#61;M, habitat@18&#61;M, habitat@19&#61;B, habitat@20&#61;M",NA,NA,NA,NA,13,2014,"durham",8,NA
"617","S23903602","Red-bellied Woodpecker","Melanerpes carolinus",10707,"7","US-NC","Durham","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2015-06-14,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Brian Bockhahn; weather&#61;74F, clear, no wind; vehicles&#61;46; habitat@5&#61;M; habitat@6&#61;M","Brian Bockhahn",46,"74F, clear, no wind",NA,7,2015,"durham",8,NA
"618","S30491767","Red-bellied Woodpecker","Melanerpes carolinus",10707,"12","US-NC","Durham","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2016-06-19,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Brian Bockhahn; weather&#61;58F, clear, no wind; vehicles&#61;32","Brian Bockhahn",NA,"58F, clear, no wind",NA,12,2016,"durham",8,NA
"619","S37665928","Red-bellied Woodpecker","Melanerpes carolinus",10707,"13","US-NC","Durham","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2017-06-18,"05:29 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Brian Bockhahn; weather&#61;73F, cloudy, light wind; vehicles&#61;28; notes&#61;Sherron Road bridge out caused short detour/delay.","Brian Bockhahn",28,"73F, cloudy, light wind",NA,13,2017,"durham",8,NA
"620","S46261609","Red-bellied Woodpecker","Melanerpes carolinus",10707,"4","US-NC","Durham","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2018-06-03,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Brian Bockhahn; weather&#61;cloudy, no wind, 70F; vehicles&#61;40","Brian Bockhahn",NA,"cloudy, no wind, 70F",NA,4,2018,"durham",8,NA
"621","S57418924","Red-bellied Woodpecker","Melanerpes carolinus",10707,"5","US-NC","Durham","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2019-06-16,"05:23 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Brian Bockhahn; weather&#61;65 clear, light wind; vehicles&#61;42","Brian Bockhahn",NA,"65 clear, light wind",NA,5,2019,"durham",8,NA
"622","S70082851","Red-bellied Woodpecker","Melanerpes carolinus",10707,"1","US-NC","Durham","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2020-05-31,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Brian Bockhahn; weather=65F, partly cloudy, light wind; vehicles=29",NA,NA,NA,NA,1,2020,"durham",8,NA
"623","S70350211","Red-bellied Woodpecker","Melanerpes carolinus",10707,"1","US-NC","Durham","MBBS,Durham Co, Route 2-12","L11640157",36.154477,-78.895765,2020-06-07,"06:58 AM","eBird - Stationary Count",NA,NA,1,"","V=0;h=B,B",NA,NA,NA,NA,1,2020,"durham",2,12
"624","S70350212","Red-bellied Woodpecker","Melanerpes carolinus",10707,"1","US-NC","Durham","MBBS,Durham Co, Route 2-13","L11640204",36.160831,-78.895588,2020-06-07,"07:07 AM","eBird - Stationary Count",NA,NA,1,"","V=0;h=H,HB",NA,NA,NA,NA,1,2020,"durham",2,13
"625","S70350213","Red-bellied Woodpecker","Melanerpes carolinus",10707,"1","US-NC","Durham","MBBS,Durham Co, Route 2-14","L11640240",36.167231,-78.891647,2020-06-07,"07:16 AM","eBird - Stationary Count",NA,NA,1,"","V=0;H=OM,B",NA,NA,NA,NA,1,2020,"durham",2,14
"626","S70350201","Red-bellied Woodpecker","Melanerpes carolinus",10707,"1","US-NC","Durham","MBBS,Durham Co, Route 2-8","L11640003",36.148358,-78.878233,2020-06-07,"06:21 AM","eBird - Stationary Count",NA,NA,1,"","V=0;h=H,MB",NA,NA,NA,NA,1,2020,"durham",2,8
"627","S70350219","Red-bellied Woodpecker","Melanerpes carolinus",10707,"2","US-NC","Durham","MBBS,Durham Co,Route 2-19","L11640451",36.191652,-78.898034,2020-06-07,"07:58 AM","eBird - Stationary Count",NA,NA,1,"","V3;H=HB,HB",NA,NA,NA,NA,2,2020,"durham",2,19
"628","S89764930","Downy Woodpecker","Dryobates pubescens",10892,"1","US-NC","Durham","Durham #8 Olive Branch Road NW MBBS Stop 12","L15272611",35.99131,-78.801438,2021-06-06,"06:17 AM","eBird - Stationary Count",NA,NA,1,"","v=9;h=B,B",NA,NA,NA,NA,1,2021,"durham",8,12
"629","S70448434","Downy Woodpecker","Dryobates pubescens",10892,"1","US-NC","Durham","MBBS, Durham Co, Route 3-18","L11682740",36.0948432,-78.9325766,2020-06-13,"08:28 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=15; habitat=MP, BM",NA,NA,NA,NA,1,2020,"durham",3,18
"630","S90266009","Downy Woodpecker","Dryobates pubescens",10892,"1","US-NC","Durham","MBBS, Durham, Route 4-13","L15396540",36.094726,-78.834778,2021-06-16,"06:34 AM","eBird - Stationary Count",NA,NA,1,"H In Appropriate Habitat","vehicles=16; habitat=M,MS",NA,NA,NA,NA,1,2021,"durham",4,13
"631","S90266012","Downy Woodpecker","Dryobates pubescens",10892,"1","US-NC","Durham","MBBS, Durham, Route 4-6","L15396390",36.083043,-78.871214,2021-06-16,"05:55 AM","eBird - Stationary Count",NA,NA,1,"H In Appropriate Habitat","vehicles=1; habitat=BSP,H",NA,NA,NA,NA,1,2021,"durham",4,6
"632","S89323110","Downy Woodpecker","Dryobates pubescens",10892,"2","US-NC","Durham","MBBS, Durham, Route 5-14","L11538581",35.9533748,-78.9581148,2021-05-30,"06:46 AM","eBird - Stationary Count",NA,NA,1,"","V=4",NA,NA,NA,NA,2,2021,"durham",5,14
"633","S89323117","Downy Woodpecker","Dryobates pubescens",10892,"1","US-NC","Durham","MBBS, Durham, Route 5-7","L11538515",35.9181485,-78.9855896,2021-05-30,"06:07 AM","eBird - Stationary Count",NA,NA,1,"","V=4; N=didn't count vehicles on I-40",NA,NA,NA,NA,1,2021,"durham",5,7
"634","S69216195","Downy Woodpecker","Dryobates pubescens",10892,"1","US-NC","Durham","MBBS, Durham, Route 6-18","L11473650",35.9674861,-78.9225563,2020-05-17,"07:19 AM","eBird - Stationary Count",NA,NA,1,"","v=3; h=BM,BP",NA,NA,NA,NA,1,2020,"durham",6,18
"635","S10916836","Downy Woodpecker","Dryobates pubescens",10892,"1","US-NC","Durham","MBBS, NC, Durham Co, Route 01, South Lowell Rd NE","L1171673",36.14025,-78.95265,2012-05-27,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observer&#61;Judy Murray; weather&#61;cloudy, no wind, 61F; vehicles&#61;3; notes&#61;habitat no change, bridge over Flat River on NC State forestry land still out at stop 12, two Bobwhites calling at stop 15.","Judy Murray",3,"cloudy, no wind, 61F",NA,1,2012,"durham",1,NA
"636","S14470205","Downy Woodpecker","Dryobates pubescens",10892,"2","US-NC","Durham","MBBS, NC, Durham Co, Route 01, South Lowell Rd NE","L1171673",36.14025,-78.95265,2013-06-16,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;judy murray; weather&#61;clear, no breeze, 64F; vehicles&#61;10; notes&#61;bridge over flat river still out in nc state property.","judy murray",10,"clear, no breeze, 64F",NA,2,2013,"durham",1,NA
"637","S23763828","Downy Woodpecker","Dryobates pubescens",10892,"1","US-NC","Durham","MBBS, NC, Durham Co, Route 01, South Lowell Rd NE","L1171673",36.14025,-78.95265,2015-05-24,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Robin Moran, Judy Murray; others&#61;Julie Huff-Jerome; weather&#61;70F, partly cloudy, calm; vehicles&#61;13; habitat@16R&#61;B; notes&#61;at stop 10 Horned Lark in new soybean field, new bird for Robin-so excited, while watching the lark Grasshopper Sparrow singing in field behind us, good looks there also.","Robin Moran, Judy Murray",13,"70F, partly cloudy, calm",NA,1,2015,"durham",1,NA
"638","S30399475","Downy Woodpecker","Dryobates pubescens",10892,"1","US-NC","Durham","MBBS, NC, Durham Co, Route 01, South Lowell Rd NE","L1171673",36.14025,-78.95265,2016-06-26,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Judy Murray; weather&#61;64F, patchy fog, very damp,calm, clear; vehicles&#61;1;notes&#61;survey done later than usual with not as many species counted, but the most Yellow-billed Cuckoos ever; the morning so damp the Turkey Vultures were drying out on power poles instead of flying.","Judy Murray",1,"64F, patchy fog, very damp,calm, clear",NA,1,2016,"durham",1,NA
"639","S90333099","Downy Woodpecker","Dryobates pubescens",10892,"4","US-NC","Durham","MBBS, NC, Durham Co, Route 01, South Lowell Rd NE","L1171673",36.14025,-78.95265,2021-05-31,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Robin Moran, Jennifer Maher, Noah Rokoske; weather=53F, partly cloudy; vehicles=0; habitat=M,O",NA,NA,NA,NA,4,2021,"durham",1,NA
"640","S11031810","Downy Woodpecker","Dryobates pubescens",10892,"1","US-NC","Durham","MBBS, NC, Durham Co, Route 02, Stagville Road NW","L1171679",36.12167,-78.83963,2012-06-23,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;?; weather&#61;?; vehicles&#61;48; notes&#61;48 vehicles passed while doing my survey - The majority of those cars cars where at the beginning (Stagville Road) and at the end (Quail Roost) - Inbetween the cars passed in ones and maybe twos - Sometimes there were no cars passing - In the future I will count cars at each stop as I do on BBS - This time I simply ticked each car as it passed.",NA,48,NA,NA,1,2012,"durham",2,NA
"641","S18852699","Downy Woodpecker","Dryobates pubescens",10892,"1","US-NC","Durham","MBBS, NC, Durham Co, Route 02, Stagville Road NW","L1171679",36.12167,-78.83963,2014-06-07,"05:20 AM","eBird - Traveling Count",16.093,NA,1,"","Stops 1-5  1 Mourning Dove, 1 Red bellied Woodpecker, 1 Great-crested Flycatcher, 2 White-eyed Vireo, 1 Yellow-throated Vireo, 1 Red-eyed Vireo, 2 Tufted Titmouse, 1 Carolina Wren, 4 Blue-gray Gnatcatcher, 1 Eastern Bluebird, 3 Wood Thrush, 1 Ovenbird, 3 Pine Warbler, 1 Eastern Towhee, 1 Summer Tanager, 1 Scarlett Tanager, 3 Northern Cardinal, 2 Indigo Bunting, 45 cars.  Stops 6-10  2 Yellow-shafted Flicker,  2 Eastern Wood Pewee,1 White-eyed Vireo, 1 Red-eyed Vireo, 2 Blue Jay, 2 American Crow, 2 Carolina Chickadee, 1 Tufted Titmouse, 4 Carolina Wren,1 Blue-Gray Gnatcatcher, 2 Eastern Bluebird,1 Ovenbird, 1 Pine Warbler, 1 Eastern Towhee, 2 Chipping Sparrow, 1 Summer Tanager, 2 Scarlet Tanager, 2 Northern Cardinal, 2 Indigo Bunting,  11 Cars.  Stops 11-15 1 Great Blue Heron, 1 Red-shouldered Hawk, 1 Red-tailed Hawk, 2 Mourning Dove, 1 Yellow-billed Cuckoo,  2 Chimney Swifts, 1 Red-bellied Woodpecker, 2 Eastern Wood Peewee, 1 Red-eyed Vireo, 1 Blue Jay, 2 American Crow, 2 Carolina Chickadee, 3 Tufted Titmouse, 1 Carolina Wren, 2 Blue-gray Gnatcatcher, 1Eastern Bluebird, 1 Wood Thrush, 1 Northern Mockingbird, 1 Brown Thrasher, 2 Pine Warbler, 2 Chipping Sparrow, 1 Scarlet Tanager, 2 Northern Cardinal, 2 Indigo Bunting, 2 Common Grackle, 2 American Goldfinch, 0 Cars.  Stops 16-20 1 Mourning Dove, 2 Chimney Swift, 1 Red-bellied Woodpecker, 1 Downy Woodpecker, 1 Eastern Phoebe, 1 Great-crested Flycatcher, 1 Yellow-throated Vireo,1 Red-eyed Vireo, 3 Blue Jay, 2 American Crow, 1 Carolina Chickadee, 3 Tufted  Titmouse, 2 Carolina Wren, 3 Eastern Bluebird, 1 Northern Mockingbird, 3 Ovenbird, 3 Hood Warbler, 1 Pine Warbler, 1 Eastern Towhee,  1 Chipping Sparrow,  1 Summer Tanager, 3 Northern Cardinal, 1 Indigo Bunting, 21 Cars",NA,NA,NA,NA,1,2014,"durham",2,NA
"642","S39194329","Downy Woodpecker","Dryobates pubescens",10892,"2","US-NC","Durham","MBBS, NC, Durham Co, Route 02, Stagville Road NW","L1171679",36.12167,-78.83963,2017-06-10,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Jeffrey Pippen; others&#61;Julie Rice; weather&#61;63F, mostly clear, calm; vehicles&#61;117","Jeffrey Pippen",NA,"63F, mostly clear, calm",NA,2,2017,"durham",2,NA
"643","S46461698","Downy Woodpecker","Dryobates pubescens",10892,"2","US-NC","Durham","MBBS, NC, Durham Co, Route 02, Stagville Road NW","L1171679",36.12167,-78.83963,2018-06-10,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Jeffrey Pippen; others&#61;Julie Rice; weather&#61;upper 60sF, clear, calm; vehicles&#61;32; notes&#61;did not arrive 15 min before start for nightbirds","Jeffrey Pippen",32,"upper 60sF, clear, calm",NA,2,2018,"durham",2,NA
"644","S57816322","Downy Woodpecker","Dryobates pubescens",10892,"2","US-NC","Durham","MBBS, NC, Durham Co, Route 02, Stagville Road NW","L1171679",36.12167,-78.83963,2019-06-30,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Jeffrey Pippen; others&#61;Julie Rice; weather&#61;low70sF, clear, calm; vehicles&#61;41; notes&#61;did not arrive 15 min before start for nightbirds; Habitat&#61;1B,B, 2BW,B, 3BM,B, 4S,M, 5S,B, 6B,H, 7O,B, 8S,B, 9S,B, 10S,O, 11WOS,H, 12B,B, 13S,B, 14M,M, 15MW,MW, 16P,O, 17B,S, 18O,O, 19HW,HW, 20B,BW","Jeffrey Pippen",41,"low70sF, clear, calm","did not arrive 15 min before start for nightbirds",2,2019,"durham",2,NA
"645","S6534920","Downy Woodpecker","Dryobates pubescens",10892,"2","US-NC","Durham","MBBS, NC, Durham Co, Route 03, Broad Street NW","L929214",36.0172651,-78.9190844,2010-06-13,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","Mini Breeding Bird Survey, Durham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;N. Budnitz, C. Williamson; weather&#61;clear,750F, calm, no rain; vehicles&#61;101",NA,NA,"clear,750F, calm, no rain",NA,2,2010,"durham",3,NA
"646","S8383936","Downy Woodpecker","Dryobates pubescens",10892,"1","US-NC","Durham","MBBS, NC, Durham Co, Route 03, Broad Street NW","L929214",36.0172651,-78.9190844,2011-06-09,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Patsy Bailey, Norman Budnitz; weather=73F to 78F, clear with some early morning haze, wind calm; vehicles=545; had to run route on Thursday (bad idea)",NA,NA,NA,NA,1,2011,"durham",3,NA
"647","S10992415","Downy Woodpecker","Dryobates pubescens",10892,"7","US-NC","Durham","MBBS, NC, Durham Co, Route 03, Broad Street NW","L929214",36.0172651,-78.9190844,2012-06-17,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Norman Budnitz; weather&#61;57F to 70F, clear, wind calm; vehicles&#61;164","Norman Budnitz",NA,"57F to 70F, clear, wind calm",NA,7,2012,"durham",3,NA
"648","S18770813","Downy Woodpecker","Dryobates pubescens",10892,"3","US-NC","Durham","MBBS, NC, Durham Co, Route 03, Broad Street NW","L929214",36.0172651,-78.9190844,2014-06-12,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Norman Budnitz; weather&#61;70-75 F, fog, wind calm; vehicles&#61;765; habitat&#61;1B,B, 2B,B, 3B,B, 4B,B, 5B,B, 6B,B, 7BH,BH, 8B,B, 9B,B, 10B,B, 11MW,MW, 12BM,BM, 13B,B, 14B,B, 15BM,BM, 16B,B, 17B,B, 18MP,BMP, 19BH,BM, 20H,B; notes&#61;run on a weekday, so a huge number of vehicles","Norman Budnitz",765,NA,NA,3,2014,"durham",3,NA
"649","S23904367","Downy Woodpecker","Dryobates pubescens",10892,"2","US-NC","Durham","MBBS, NC, Durham Co, Route 03, Broad Street NW","L929214",36.0172651,-78.9190844,2015-06-13,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Norman Budnitz; weather&#61;75 F, wind calm, sky clear; vehicles&#61;268; habitat&#61;1B,B, 2B,B, 3B,B, 4B,B, 5B,B, 6B,B, 7BH,BH, 8B,B, 9B,B, 10B,B, 11MW,MW, 12BM,BM, 13B,B, 14B,B, 15BM,BM, 16B,B, 17B,B, 18MP,BMP, 19BH,BM, 20H,B;","Norman Budnitz",268,"75 F, wind calm, sky clear",NA,2,2015,"durham",3,NA
"650","S30178258","Downy Woodpecker","Dryobates pubescens",10892,"2","US-NC","Durham","MBBS, NC, Durham Co, Route 03, Broad Street NW","L929214",36.0172651,-78.9190844,2016-06-11,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Norman Budnitz; weather&#61;66 F, wind calm, sky clear; vehicles&#61;198; habitat&#61;1B,B, 2B,B, 3B,B, 4B,B, 5B,B, 6B,B, 7BH,BH, 8B,B, 9B,B, 10B,B, 11MW,MW, 12BM,BM, 13B,B, 14B,B, 15BM,BM, 16B,B, 17B,B, 18MP,BMP, 19BH,BM, 20H,B","Norman Budnitz",198,"66 F, wind calm, sky clear",NA,2,2016,"durham",3,NA
"651","S37510488","Downy Woodpecker","Dryobates pubescens",10892,"1","US-NC","Durham","MBBS, NC, Durham Co, Route 03, Broad Street NW","L929214",36.0172651,-78.9190844,2017-06-10,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observer&#61;Norman Budnitz; weather&#61;63 F, wind calm, sky clear; vehicles&#61;248; habitat&#61;1B,B, 2B,B, 3B,B, 4B,B, 5B,B, 6B,B, 7BH,BH, 8B,B, 9B,B, 10B,B, 11MW,MW, 12BM,BM, 13B,B, 14B,B, 15BM,BM, 16B,B, 17B,B, 18MP,BMP, 19BH,BM, 20H,B","Norman Budnitz",248,"63 F, wind calm, sky clear",NA,1,2017,"durham",3,NA
"652","S46231167","Downy Woodpecker","Dryobates pubescens",10892,"1","US-NC","Durham","MBBS, NC, Durham Co, Route 03, Broad Street NW","L929214",36.0172651,-78.9190844,2018-06-02,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Norman Budnitz; weather&#61; 66-70F, wind-calm, clear to partly cloudy; vehicles&#61;209; habitat&#61;1B,B, 2B,B, 3B,B, 4B,B, 5B,B, 6B,B, 7BH,BH, 8B,B, 9B,B, 10B,B, 11MW,MW, 12BM,BM, 13B,B, 14B,B, 15BM,BM, 16B,B, 17B,B, 18MP,BMP, 19BH,BM, 20H,B","Norman Budnitz",209,NA,NA,1,2018,"durham",3,NA
