"","sub_id","common_name","sci_name","tax_order","count_raw","state","county","loc","locid","lat","lon","date","time","protocol","distance_traveled","area_covered","all_obs","breed_code","checklist_comments","observers","vehicles","weather","notes","count","year","mbbs_county","route_num","stop_num"
"2070","S95633690","Eastern Phoebe","Sayornis phoebe",16339,"2","US-NC","Chatham","MBBS, NC, Chatham Co, Route 10, Gum Springs Church Road","L1171742",35.6658,-79.0966,2021-06-20,"05:30 AM","eBird - Traveling Count",16.898,NA,1,"","observer=Brian Strong, weather-60F, slight drizzle; vehicles 8",NA,NA,NA,NA,2,2021,"chatham",1,NA
"2071","S6544204","Eastern Phoebe","Sayornis phoebe",16339,"3","US-NC","Chatham","MBBS, NC, Chatham Co, Route 11, Reno Sharps Store Road","L931379",35.61005,-79.27731,2010-06-11,"05:20 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;; weather&#61;86F, wind calm; vehicles&#61;27.","",NA,"86F, wind calm",NA,3,2010,"chatham",11,NA
"2072","S8415817","Eastern Phoebe","Sayornis phoebe",16339,"2","US-NC","Chatham","MBBS, NC, Chatham Co, Route 11, Reno Sharps Store Road","L931379",35.61005,-79.27731,2011-06-12,"05:20 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Bob Chase;  weather&#61;70F, partly cloudy, light wind, little fog early;  vehicles&#61;13; habitat@14R&#61;O","Bob Chase",13,"70F, partly cloudy, light wind, little fog early",NA,2,2011,"chatham",11,NA
"2073","S11079716","Eastern Phoebe","Sayornis phoebe",16339,"3","US-NC","Chatham","MBBS, NC, Chatham Co, Route 11, Reno Sharps Store Road","L931379",35.61005,-79.27731,2012-06-16,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Bob Chase; weather&#61;55 F, no wind; vehicles&#61;15; notes&#61;no habitat changes.","Bob Chase",15,"55 F, no wind",NA,3,2012,"chatham",11,NA
"2074","S30696330","Eastern Phoebe","Sayornis phoebe",16339,"2","US-NC","Chatham","MBBS, NC, Chatham Co, Route 11, Reno Sharps Store Road","L931379",35.61005,-79.27731,2016-05-29,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Bob Chase; vehicles&#61;6; weather&#61;75F, light rain, no wind; habitat&#61;no changes, 1O,H, 2B,M, 3B,HO, 4O,BW, 5H,M, 6SP,M, 7B,B, 8H,O, 9M,HM, 10OM,B, 11B,B, 12S,M, 13SP,M, 14O,O, 15M,M, 16B,MW, 17B,B, 18B,M, 19M,M, 20,P,M; notes&#61;","Bob Chase",6,"75F, light rain, no wind",NA,2,2016,"chatham",11,NA
"2075","S37823883","Eastern Phoebe","Sayornis phoebe",16339,"6","US-NC","Chatham","MBBS, NC, Chatham Co, Route 12, Sunny Slope Road","L1171744",35.6193,-79.5208,2017-06-25,"05:38 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;tom driscoll, Elizabeth Keating; weather&#61;68F, partly cloudy, no wind, patches of fog early; vehicles&#61;10;","tom driscoll, Elizabeth Keating",10,"68F, partly cloudy, no wind, patches of fog early",NA,6,2017,"chatham",12,NA
"2076","S70202131","Eastern Phoebe","Sayornis phoebe",16339,"5","US-NC","Chatham","MBBS, NC, Chatham Co, Route 12, Sunny Slope Road","L1171744",35.6193,-79.5208,2020-06-07,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers=tom driscoll, Elizabeth Keating; starting weather=75F, clear, no wind; ending weather=78F, clear, slight breeze, sunny with a few clouds; vehicles=8;",NA,NA,NA,NA,5,2020,"chatham",12,NA
"2077","S6567749","Eastern Phoebe","Sayornis phoebe",16339,"6","US-NC","Chatham","MBBS, NC, Chatham Co, Route 13, Coleridge Road","L937622",35.71054,-79.54496,2010-06-06,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;Marsha Tuttle, Thomas Driscoll, Laurie Kucharik; weather&#61;partly cloudy to clear, 75-85F, light wind, no rain; vehicles&#61;149; notes&#61;no unusual circumstances","Marsha Tuttle, Thomas Driscoll, Laurie Kucharik",149,NA,NA,6,2010,"chatham",13,NA
"2078","S8399981","Eastern Phoebe","Sayornis phoebe",16339,"6","US-NC","Chatham","MBBS, NC, Chatham Co, Route 13, Coleridge Road","L937622",35.71054,-79.54496,2011-06-12,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;?; others&#61;?; weather&#61;?; vehicles&#61;?; notes&#61;none",NA,NA,NA,NA,6,2011,"chatham",13,NA
"2079","S11050366","Eastern Phoebe","Sayornis phoebe",16339,"1","US-NC","Chatham","MBBS, NC, Chatham Co, Route 13, Coleridge Road","L937622",35.71054,-79.54496,2012-06-24,"05:33 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Tom Driscoll; weather&#61;clear, 66 F; vehicles&#61;23","Tom Driscoll",NA,"clear, 66 F",NA,1,2012,"chatham",13,NA
"2080","S14407079","Eastern Phoebe","Sayornis phoebe",16339,"6","US-NC","Chatham","MBBS, NC, Chatham Co, Route 13, Coleridge Road","L937622",35.71054,-79.54496,2013-06-02,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;tom driscoll; weather&#61;66F, clear, no wind; vehicles&#61;16; notes&#61;detour between stops 1 and 2 which required an approximate 15 min. delay in surveying;","tom driscoll",16,"66F, clear, no wind",NA,6,2013,"chatham",13,NA
"2081","S18759097","Eastern Phoebe","Sayornis phoebe",16339,"5","US-NC","Chatham","MBBS, NC, Chatham Co, Route 13, Coleridge Road","L937622",35.71054,-79.54496,2014-06-08,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observer&#61;tom driscoll; weather&#61;63F, sky partly cloudy with patches of low fog, no breeze;vehicles&#61;21","tom driscoll",NA,"63F, sky partly cloudy with patches of low fog, no breeze",NA,5,2014,"chatham",13,NA
"2082","S24002627","Eastern Phoebe","Sayornis phoebe",16339,"1","US-NC","Chatham","MBBS, NC, Chatham Co, Route 13, Coleridge Road","L937622",35.71054,-79.54496,2015-06-14,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;tom driscoll;weather&#61;72 degrees, clear with a few high clouds, no wind;vehicles&#61;21;","tom driscoll",21,"72 degrees, clear with a few high clouds, no wind",NA,1,2015,"chatham",13,NA
"2083","S37401770","Eastern Phoebe","Sayornis phoebe",16339,"7","US-NC","Chatham","MBBS, NC, Chatham Co, Route 13, Coleridge Road","L937622",35.71054,-79.54496,2017-06-04,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;tom driscoll, Bradley Saul; weather&#61;65F, partly cloudy becoming clear, no wind, patches of fog early; vehicles&#61;16;","tom driscoll, Bradley Saul",16,"65F, partly cloudy becoming clear, no wind, patches of fog early",NA,7,2017,"chatham",13,NA
"2084","S46460422","Eastern Phoebe","Sayornis phoebe",16339,"1","US-NC","Chatham","MBBS, NC, Chatham Co, Route 13, Coleridge Road","L937622",35.71054,-79.54496,2018-06-09,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observer&#61;tom driscoll; start weather&#61;64F, clear with patchy fog, no wind; end weather&#61;67F, clear, no wind; vehicles&#61;18;","tom driscoll",18,"64F, clear with patchy fog, no wind",NA,1,2018,"chatham",13,NA
"2085","S57369678","Eastern Phoebe","Sayornis phoebe",16339,"2","US-NC","Chatham","MBBS, NC, Chatham Co, Route 13, Coleridge Road","L937622",35.71054,-79.54496,2019-06-14,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;tom driscoll, Nan DeWire; start weather&#61;51F, clear, no wind; end weather&#61;56F, clear, no wind; vehicles&#61;44;","tom driscoll, Nan DeWire",44,"51F, clear, no wind",NA,2,2019,"chatham",13,NA
"2086","S69969912","Eastern Phoebe","Sayornis phoebe",16339,"6","US-NC","Chatham","MBBS, NC, Chatham Co, Route 13, Coleridge Road","L937622",35.71054,-79.54496,2020-06-01,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers=tom driscoll, Elizabeth Keating; start weather=57F, clear, light wind; end weather=59F, clear and sunny, breezy; vehicles=37; habitat@9, although already urban in Siler City, there is construction of several large buildings next to where we count;",NA,NA,NA,NA,6,2020,"chatham",13,NA
"2087","S18671461","Eastern Phoebe","Sayornis phoebe",16339,"4","US-NC","Chatham","MBBS, NC, Chatham Co, Route 14, Whiteoak Creek","L1171745",35.7471,-79.0063,2014-06-01,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Josh Sims; weather&#61;60F, partly cloudy; vehicles&#61;28","Josh Sims",NA,"60F, partly cloudy",NA,4,2014,"chatham",14,NA
"2088","S23900456","Eastern Phoebe","Sayornis phoebe",16339,"1","US-NC","Chatham","MBBS, NC, Chatham Co, Route 14, Whiteoak Creek","L1171745",35.7471,-79.0063,2015-06-14,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Josh Sims; weather&#61;72F, partly cloudy; vehicles&#61;28","Josh Sims",NA,"72F, partly cloudy",NA,1,2015,"chatham",14,NA
"2089","S23439730","Eastern Phoebe","Sayornis phoebe",16339,"2","US-NC","Chatham","MBBS, NC, Chatham Co, Route 7, Rives Chapel Road","L970659",35.712907,-79.371135,2009-06-28,"05:24 AM","eBird - Traveling Count",16.093,NA,1,"","Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); OBSERVERS Will Cook; TOTAL VEHICLES PASSING = 1",NA,NA,NA,NA,2,2009,"chatham",7,NA
"2090","S88336107","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham Co, Route 14-06","L14963728",35.7768952,-79.0064446,2020-05-24,"06:08 AM","eBird - Stationary Count",NA,NA,1,"","vehicles=1",NA,NA,NA,NA,1,2020,"chatham",14,6
"2091","S88286511","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham Co, Route 14-09","L14963852",35.7894464,-78.9990063,2021-05-16,"06:40 AM","eBird - Stationary Count",NA,NA,1,"","vehicles=1; habitat=B,P; notes=drove slightly too far to 35.78940 -78.99788",NA,NA,NA,NA,1,2021,"chatham",14,9
"2092","S88336099","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham Co, Route 14-11","L14964061",35.7951207,-78.9822449,2020-05-24,"06:40 AM","eBird - Stationary Count",NA,NA,1,"","habitat=B,M",NA,NA,NA,NA,1,2020,"chatham",14,11
"2093","S88336098","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham Co, Route 14-12","L14963872",35.7946336,-78.9746531,2020-05-24,"06:46 AM","eBird - Stationary Count",NA,NA,1,"","vehicles=1; habitat=B",NA,NA,NA,NA,1,2020,"chatham",14,12
"2094","S88288204","Great Crested Flycatcher","Myiarchus crinitus",16665,"2","US-NC","Chatham","MBBS, Chatham Co, Route 14-13","L14964089",35.7904302,-78.9668748,2021-05-16,"07:03 AM","eBird - Stationary Count",NA,NA,1,"","vehicles=0; habitat=B,M",NA,NA,NA,NA,2,2021,"chatham",14,13
"2095","S88291562","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham Co, Route 14-16","L14964837",35.8069171,-78.9619799,2021-05-16,"07:21 AM","eBird - Stationary Count",NA,NA,1,"","vehicles=2; habitat=B,M,W; notes=drove too far to 35.80709 -78.95908",NA,NA,NA,NA,1,2021,"chatham",14,16
"2096","S88336090","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham Co, Route 14-19","L14965577",35.817586,-78.9428178,2020-05-24,"07:24 AM","eBird - Stationary Count",NA,NA,1,"","habitat=M",NA,NA,NA,NA,1,2020,"chatham",14,19
"2097","S88292220","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham Co, Route 14-19","L14965577",35.817586,-78.9428178,2021-05-16,"07:39 AM","eBird - Stationary Count",NA,NA,1,"","vehicles=0; habitat=M,S; notes=drove too far to the field",NA,NA,NA,NA,1,2021,"chatham",14,19
"2098","S88336089","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham Co, Route 14-20","L14965587",35.8250782,-78.9421833,2020-05-24,"07:30 AM","eBird - Stationary Count",NA,NA,1,"","",NA,NA,NA,NA,1,2020,"chatham",14,20
"2099","S88292794","Great Crested Flycatcher","Myiarchus crinitus",16665,"2","US-NC","Chatham","MBBS, Chatham Co, Route 14-20","L14965587",35.8250782,-78.9421833,2021-05-16,"07:45 AM","eBird - Stationary Count",NA,NA,1,"","vehicles=3; habitat=B,P; notes=had to drive down New Hope Ch Rd",NA,NA,NA,NA,2,2021,"chatham",14,20
"2100","S69645921","Great Crested Flycatcher","Myiarchus crinitus",16665,"4","US-NC","Chatham","MBBS, Chatham Co, Route 2-1","L11470339",35.8602659,-78.990665,2020-05-25,"05:30 AM","eBird - Traveling Count",32.187,NA,1,"","observers=Patsy Bailey; weather=64F at start 63F at finish, light breeze and overcast; vehicles=89; notes=heard a Barred Owl at about 5:25 am",NA,NA,NA,NA,4,2020,"chatham",2,1
"2101","S69224588","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham Co, Route 2-10","L11470609",35.8245885,-79.0182671,2020-05-17,"07:29 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=10; habitat=S,M",NA,NA,NA,NA,1,2020,"chatham",2,10
"2102","S89550496","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, 8-10","L15225733",35.815666,-79.249075,2021-05-31,"06:33 AM","eBird - Traveling Count",1.049,NA,1,"","V=0; H= O, B",NA,NA,NA,NA,1,2021,"chatham",8,10
"2103","S89550495","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, 8-11","L15225754",35.810948,-79.251909,2021-05-31,"06:44 AM","eBird - Stationary Count",NA,NA,1,"","V=3; H= H,H",NA,NA,NA,NA,1,2021,"chatham",8,11
"2104","S89550497","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, 8-9","L15225691",35.816656,-79.241399,2021-05-31,"06:25 AM","eBird - Stationary Count",NA,NA,1,"","V=0; H= P,P",NA,NA,NA,NA,1,2021,"chatham",8,9
"2105","S89832217","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 1-13","L15265496",35.821153,-79.147977,2021-06-06,"07:42 AM","eBird - Stationary Count",NA,NA,1,"S Singing Bird","V=0; H=M, M",NA,NA,NA,NA,1,2021,"chatham",1,13
"2106","S89483743","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 12-1","L15209539",35.61934,-79.520667,2021-06-02,"05:30 AM","eBird - Stationary Count",NA,NA,1,"","Observer=Tom Driscoll; 59 F, clear, no breeze; vehicles=2; habitat=B, O",NA,NA,NA,NA,1,2021,"chatham",12,1
"2107","S89483752","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 12-10","L15209786",35.637038,-79.477247,2021-06-02,"06:44 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=11; habitat=B, H",NA,NA,NA,NA,1,2021,"chatham",12,10
"2108","S89483753","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 12-11","L15209828",35.644083,-79.475305,2021-06-02,"06:52 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=11; habitat=H",NA,NA,NA,NA,1,2021,"chatham",12,11
"2109","S89483754","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 12-12","L15209867",35.653061,-79.472714,2021-06-02,"07:01 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=6; habitat=B, O",NA,NA,NA,NA,1,2021,"chatham",12,12
"2110","S89483756","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 12-14","L15209971",35.654176,-79.455471,2021-06-02,"07:17 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=0; Habitat=M",NA,NA,NA,NA,1,2021,"chatham",12,14
"2111","S89483758","Great Crested Flycatcher","Myiarchus crinitus",16665,"2","US-NC","Chatham","MBBS, Chatham, Route 12-16","L15210061",35.66213,-79.440104,2021-06-02,"07:33 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=3; habitat= B, H",NA,NA,NA,NA,2,2021,"chatham",12,16
"2112","S89483759","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 12-17","L15210114",35.666845,-79.433407,2021-06-02,"07:39 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=3; habitat=B, H",NA,NA,NA,NA,1,2021,"chatham",12,17
"2113","S89483748","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 12-6","L15209651",35.625751,-79.507858,2021-06-02,"06:12 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=3; habitat=B, O",NA,NA,NA,NA,1,2021,"chatham",12,6
"2114","S89483749","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 12-7","L15212022",35.630478,-79.50084,2021-06-02,"06:21 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=0; habitat=H, B",NA,NA,NA,NA,1,2021,"chatham",12,7
"2115","S89483750","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 12-8","L15212045",35.634097,-79.492706,2021-06-02,"06:27 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=4; habitat=O, S",NA,NA,NA,NA,1,2021,"chatham",12,8
"2116","S89764573","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 13-13","L15265174",35.744238,-79.449902,2021-06-06,"06:59 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=1; Habitat= M, B",NA,NA,NA,NA,1,2021,"chatham",13,13
"2117","S89764571","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 13-15","L15265266",35.759489,-79.442942,2021-06-06,"07:13 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=2; habitat= M, B",NA,NA,NA,NA,1,2021,"chatham",13,15
"2118","S89764570","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 13-16","L15265323",35.766154,-79.440593,2021-06-06,"07:20 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=0; habitat=O, B",NA,NA,NA,NA,1,2021,"chatham",13,16
"2119","S89817981","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 13-17","L15265367",35.768435,-79.430661,2021-06-06,"07:27 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=0; habitat= M, BO",NA,NA,NA,NA,1,2021,"chatham",13,17
"2120","S96689817","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 13-17","L15265367",35.768435,-79.430661,2021-06-06,"07:27 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=0; habitat= M,BO",NA,NA,NA,NA,1,2021,"chatham",13,17
"2121","S89764567","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 13-19","L15265505",35.776769,-79.416071,2021-06-06,"07:42 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=0; habitat=B, H",NA,NA,NA,NA,1,2021,"chatham",13,19
"2122","S89764582","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 13-5","L15264849",35.720391,-79.510899,2021-06-06,"06:01 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=0; habitat= H",NA,NA,NA,NA,1,2021,"chatham",13,5
"2123","S89764580","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 13-7","L15264913",35.721897,-79.491209,2021-06-06,"06:16 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=3; B, M",NA,NA,NA,NA,1,2021,"chatham",13,7
"2124","S89764578","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 13-8","L15264949",35.720503,-79.481442,2021-06-06,"06:24 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=1; habitat= M",NA,NA,NA,NA,1,2021,"chatham",13,8
"2125","S89764577","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 13-9","L15264997",35.722715,-79.470945,2021-06-06,"06:31 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=4, habitat= B",NA,NA,NA,NA,1,2021,"chatham",13,9
"2126","S90146223","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 3-10","L11549416",35.67302,-78.98573,2021-06-13,"06:12 AM","eBird - Stationary Count",NA,NA,1,"","v=0",NA,NA,NA,NA,1,2021,"chatham",3,10
"2127","S90146220","Great Crested Flycatcher","Myiarchus crinitus",16665,"2","US-NC","Chatham","MBBS, Chatham, Route 3-12","L11549431",35.67302,-78.98573,2021-06-13,"06:26 AM","eBird - Stationary Count",NA,NA,1,"","v=0",NA,NA,NA,NA,2,2021,"chatham",3,12
"2128","S90146215","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 3-17","L11549493",35.67302,-78.98573,2021-06-13,"06:55 AM","eBird - Stationary Count",NA,NA,1,"","v=1",NA,NA,NA,NA,1,2021,"chatham",3,17
"2129","S69652582","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 3-3","L11549289",35.67302,-78.98573,2020-05-25,"05:25 AM","eBird - Casual Observation",NA,NA,0,"","v=1; h=P,O",NA,NA,NA,NA,1,2020,"chatham",3,3
"2130","S90146227","Great Crested Flycatcher","Myiarchus crinitus",16665,"2","US-NC","Chatham","MBBS, Chatham, Route 3-5","L11549322",35.67302,-78.98573,2021-06-13,"05:45 AM","eBird - Stationary Count",NA,NA,1,"","v=1",NA,NA,NA,NA,2,2021,"chatham",3,5
"2131","S89456381","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 4-14","L15197451",35.6214633,-79.3309071,2021-06-01,"07:28 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=0; habitat=b,w",NA,NA,NA,NA,1,2021,"chatham",4,14
"2132","S89456378","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 4-17","L15197642",35.6369013,-79.3400344,2021-06-01,"07:56 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=0; habitat=om,o",NA,NA,NA,NA,1,2021,"chatham",4,17
"2133","S89456377","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 4-18","L15197746",35.6486759,-79.3349673,2021-06-01,"08:04 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=0; habitat=bw,o",NA,NA,NA,NA,1,2021,"chatham",4,18
"2134","S89456386","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 4-9","L15197237",35.5927954,-79.3262783,2021-06-01,"06:45 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=0; habitat=b,b",NA,NA,NA,NA,1,2021,"chatham",4,9
"2135","S89394053","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 5-12","L15180166",35.617446,-79.455179,2021-05-31,"06:51 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=0; habitat=B, S",NA,NA,NA,NA,1,2021,"chatham",5,12
"2136","S89394052","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 5-13","L15180194",35.611642,-79.450102,2021-05-31,"06:58 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=0; habitat=S, O",NA,NA,NA,NA,1,2021,"chatham",5,13
"2137","S89394051","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 5-14","L15187586",35.6086766,-79.4421586,2021-05-31,"07:05 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=0; habitat=B,S",NA,NA,NA,NA,1,2021,"chatham",5,14
"2138","S89394050","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 5-15","L15180275",35.604648,-79.438066,2021-05-31,"07:13 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=1; habitat=H, S",NA,NA,NA,NA,1,2021,"chatham",5,15
"2139","S89394047","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 5-18","L15180447",35.580027,-79.430549,2021-05-31,"07:36 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=0; Habitat=B, S",NA,NA,NA,NA,1,2021,"chatham",5,18
"2140","S89394046","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 5-19","L15182978",35.571881,-79.433184,2021-05-31,"07:43 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=0; habitat=S, O",NA,NA,NA,NA,1,2021,"chatham",5,19
"2141","S89394059","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 5-6","L15179994",35.641631,-79.475362,2021-05-31,"06:10 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=2; Habitat=B, H",NA,NA,NA,NA,1,2021,"chatham",5,6
"2142","S90219052","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 6-19","L15385471",35.788643,-79.389903,2021-06-15,"07:06 AM","eBird - Stationary Count",NA,NA,1,"S Singing Bird","vehicles=2; habitat=BOH,M",NA,NA,NA,NA,1,2021,"chatham",6,19
"2143","S90219069","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 6-3","L15385114",35.830756,-79.480129,2021-06-15,"05:37 AM","eBird - Stationary Count",NA,NA,1,"S Singing Bird","vehicles=0; habitat=O,HW",NA,NA,NA,NA,1,2021,"chatham",6,3
"2144","S90219067","Great Crested Flycatcher","Myiarchus crinitus",16665,"2","US-NC","Chatham","MBBS, Chatham, Route 6-5","L15385138",35.843036,-79.478017,2021-06-15,"05:48 AM","eBird - Stationary Count",NA,NA,1,"S Singing Bird","vehicles=0; habitat=O,BH",NA,NA,NA,NA,2,2021,"chatham",6,5
"2145","S91031577","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 7-17","L6043790",35.7132929,-79.2894732,2021-06-27,"07:04 AM","eBird - Stationary Count",NA,NA,1,"","",NA,NA,NA,NA,1,2021,"chatham",7,17
"2146","S91031590","Great Crested Flycatcher","Myiarchus crinitus",16665,"1","US-NC","Chatham","MBBS, Chatham, Route 7-4","L6043626",35.7017803,-79.3672945,2021-06-27,"05:46 AM","eBird - Stationary Count",NA,NA,1,"","",NA,NA,NA,NA,1,2021,"chatham",7,4
