route,date,time,observers,spec_code,common_name,count,year,route_num,hab_hm,hab_p,hab_o,hab_b,hab_other,vehicles,notes
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,CARW,Carolina Wren,5,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,BGGN,B-g Gnatcatcher,2,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,EABL,E Bluebird,8,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,WOTH,Wood Thrush,13,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,AMRO,Am Robin,7,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,NOMO,N Mockingbird,16,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,BRTH,Brown Thrasher,3,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,EUST,Eur Starling,11,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,PIWA,Pine Warbler,3,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,SCTA,Scarlet Tanager,2,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,EATO,E Towhee,3,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,CHSP,Chipping Sparrow,12,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,NOCA,N Cardinal,32,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,BLGR,Blue Grosbeak,7,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,INBU,Indigo Bunting,12,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,RWBL,Red-wing Blackbird,7,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,EAME,E Meadowlark,6,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,COGR,Com Grackle,30,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,BHCO,Brown-headed Cowbird,2,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 6, Silk Hope-Liberty Road SE",6/24/2000,5:35,Cynthia Fox and Marsha Stephens,AMGO,Am Goldfinch,3,2000,6,,,,,,,Lots of cows everywhere--quite a few birds too!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,RSHA,Red-shouldered Hawk,1,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,NOBO,Northern Bobwhite,2,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,MODO,Mourning Dove,31,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,YBCU,Yellow-billed Cuckoo,7,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,RBWO,Red-bellied Woodpecker,11,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,DOWO,Downy Woodpecker,6,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,PIWO,Pileated Woodpecker,1,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,EAWP,E Wood-Pewee,7,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,ACFL,Acadian Flycatcher,1,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,GCFL,Gr Crested Flycatcher,1,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,EAKI,E Kingbird,2,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,BARS,Barn Swallow,2,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,CACH,Carolina Chickadee,10,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,TUTI,Tufted Titmouse,9,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,WBNU,White-br Nuthatch,1,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,CARW,Carolina Wren,13,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,BGGN,B-g Gnatcatcher,15,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,EABL,E Bluebird,5,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,WOTH,Wood Thrush,6,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,GRCA,Gray Catbird,1,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,NOMO,N Mockingbird,1,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,BRTH,Brown Thrasher,3,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,EUST,Eur Starling,2,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,YTWA,Yellow-throated Warbler,1,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,PRAW,Prairie Warbler,4,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,PIWA,Pine Warbler,10,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,OVEN,Ovenbird,2,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,COYE,Com Yellowthroat,6,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,HOWA,Hooded Warbler,3,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,YBCH,Yellow-breasted Chat,15,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,SUTA,Summer Tanager,4,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,SCTA,Scarlet Tanager,7,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,EATO,E Towhee,7,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,CHSP,Chipping Sparrow,4,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,FISP,Field Sparrow,1,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,GRSP,Grasshopper Sparrow,3,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,NOCA,N Cardinal,21,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,BLGR,Blue Grosbeak,7,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,INBU,Indigo Bunting,23,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,EAME,E Meadowlark,4,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,COGR,Com Grackle,1,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,BHCO,Brown-headed Cowbird,1,2000,7,,,,,,,Good numbers of both tanagers!
"Route 7, Rives Chapel Road E",6/18/2000,5:40,Will Cook,AMGO,Am Goldfinch,5,2000,7,,,,,,,Good numbers of both tanagers!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,NOBO,Northern Bobwhite,1,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,KILL,Killdeer,1,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,MODO,Mourning Dove,22,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,YBCU,Yellow-billed Cuckoo,10,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,CHSW,Chimney Swift,7,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,RTHU,Ruby-thr Hummingbird,1,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,RBWO,Red-bellied Woodpecker,6,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,DOWO,Downy Woodpecker,3,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,NOFL,N Flicker,1,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,EAWP,E Wood-Pewee,1,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,ACFL,Acadian Flycatcher,2,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,EAPH,E Phoebe,4,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,YTVI,Yellow-throated Vireo,3,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,REVI,Red-eyed Vireo,20,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,BLJA,Blue Jay,6,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,AMCR,Am Crow,33,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,FICR,Fish Crow,1,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,BARS,Barn Swallow,28,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,CACH,Carolina Chickadee,7,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,TUTI,Tufted Titmouse,12,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,CARW,Carolina Wren,4,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,BGGN,B-g Gnatcatcher,8,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,EABL,E Bluebird,13,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,WOTH,Wood Thrush,10,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,AMRO,Am Robin,2,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,NOMO,N Mockingbird,7,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,YEWA,Yellow Warbler,1,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,PIWA,Pine Warbler,2,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,AMRE,American Redstart,3,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,OVEN,Ovenbird,6,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,COYE,Com Yellowthroat,1,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,YBCH,Yellow-breasted Chat,5,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,SUTA,Summer Tanager,2,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,SCTA,Scarlet Tanager,1,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,EATO,E Towhee,6,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,CHSP,Chipping Sparrow,9,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,NOCA,N Cardinal,32,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,BLGR,Blue Grosbeak,2,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,INBU,Indigo Bunting,12,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,EAME,E Meadowlark,9,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,COGR,Com Grackle,7,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,BHCO,Brown-headed Cowbird,1,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 8, Terrells NW",6/18/2000,5:30,Judy Murray and Marty Girolami,AMGO,Am Goldfinch,10,2000,8,,,,,,,Yellow warbler--unusual breeder in this area!
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,DCCO,Double-cr Cormorant,2,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,GBHE,Great Blue Heron,1,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,OSPR,Osprey,1,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,BAEA,Bald Eagle,1,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,KILL,Killdeer,3,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,MODO,Mourning Dove,13,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,YBCU,Yellow-billed Cuckoo,6,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,CHSW,Chimney Swift,6,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,RTHU,Ruby-thr Hummingbird,2,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,RBWO,Red-bellied Woodpecker,9,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,DOWO,Downy Woodpecker,4,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,HAWO,Hairy Woodpecker,2,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,ACFL,Acadian Flycatcher,3,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,GCFL,Gr Crested Flycatcher,4,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,REVI,Red-eyed Vireo,10,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,BLJA,Blue Jay,11,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,AMCR,Am Crow,21,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,FICR,Fish Crow,2,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,BARS,Barn Swallow,1,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,CACH,Carolina Chickadee,12,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,TUTI,Tufted Titmouse,7,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,WBNU,White-br Nuthatch,4,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,CARW,Carolina Wren,14,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,BGGN,B-g Gnatcatcher,8,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,EABL,E Bluebird,6,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,WOTH,Wood Thrush,13,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,AMRO,Am Robin,2,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,NOMO,N Mockingbird,1,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,BRTH,Brown Thrasher,3,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,NOPA,Northern Parula,2,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,YTWA,Yellow-throated Warbler,1,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,PRAW,Prairie Warbler,1,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,PIWA,Pine Warbler,11,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,OVEN,Ovenbird,4,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,HOWA,Hooded Warbler,1,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,YBCH,Yellow-breasted Chat,2,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,SUTA,Summer Tanager,4,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,SCTA,Scarlet Tanager,3,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,EATO,E Towhee,3,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,CHSP,Chipping Sparrow,8,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,NOCA,N Cardinal,30,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,BLGR,Blue Grosbeak,5,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,INBU,Indigo Bunting,1,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
"Route 9, Mount Gilead Church Road SE",5/24/2000,5:30,Shelley Theye and Lee Van Malssen,RWBL,Red-wing Blackbird,2,2000,9,,,,,,,"Jordan Lake specialties!   Also a ""mystery bird"" -- a strange looking oriole maybe?"
